"Use 1-3, Do not use 0. Higher number gets priority in any area.",,,,,,,,,,,
"Preference","key","value","link","help",,,,,,,
0,"highway","trunk","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dtrunk"," The most important roads in a country's system that aren't motorways. (Need not necessarily be a divided highway.)
",,,,,,,
0,"highway","primary","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary"," The next most important roads in a country's system. (Often link larger towns.)
",,,,,,,
0,"highway","secondary","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dsecondary"," The next most important roads in a country's system. (Often link towns.)
",,,,,,,
0,"highway","tertiary","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dtertiary"," The next most important roads in a country's system. (Often link smaller towns and villages)
",,,,,,,
0,"highway","unclassified","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dunclassified"," The least most important through roads in a country's system – i.e. minor roads of a lower classification than tertiary, but which serve a purpose other than access to properties. Often link villages and hamlets. (The word 'unclassified' is a historical artefact of the UK road system and does not mean that the classification is unknown; you can use highway=road for that.)
",,,,,,,
0,"highway","residential","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dresidential"," Roads which serve as an access to housing, without function of connecting settlements. Often lined with housing.
",,,,,,,
0,"highway","service","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dservice"," For access roads to, or within an industrial estate, camp site, business park, car park etc. Can be used in conjunction with service=* to indicate the type of usage and with access=* to indicate who can use it and in what circumstances.
",,,,,,,
0,"highway","motorway_link","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dmotorway_link"," The link roads (sliproads/ramps) leading to/from a motorway from/to a motorway or lower class highway. Normally with the same motorway restrictions.
",,,,,,,
0,"highway","trunk_link","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dtrunk_link"," The link roads (sliproads/ramps) leading to/from a trunk road from/to a trunk road or lower class highway.
",,,,,,,
0,"highway","primary_link","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary_link"," The link roads (sliproads/ramps) leading to/from a primary road from/to a primary road or lower class highway.
",,,,,,,
0,"highway","secondary_link","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dsecondary_link"," The link roads (sliproads/ramps) leading to/from a secondary road from/to a secondary road or lower class highway.
",,,,,,,
0,"highway","tertiary_link","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dtertiary_link"," The link roads (sliproads/ramps) leading to/from a tertiary road from/to a tertiary road or lower class highway.
",,,,,,,
0,"highway","living_street","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dliving_street"," For living streets, which are residential streets where pedestrians have legal priority over cars, speeds are kept very low and where children are allowed to play on the street.
",,,,,,,
0,"highway","pedestrian","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpedestrian"," For roads used mainly/exclusively for pedestrians in shopping and some residential areas which may allow access by motorised vehicles only for very limited periods of the day. To create a 'square' or 'plaza' create a closed way and tag as pedestrian and also with area=yes.
",,,,,,,
0,"highway","track","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dtrack"," Roads for mostly agricultural or forestry uses. To describe the quality of a track, see tracktype=*. Note: Although tracks are often rough with unpaved surfaces, this tag is not describing the quality of a road but its use. Consequently, if you want to tag a general use road, use one of the general highway values instead of track.
",,,,,,,
0,"highway","bus_guideway","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dbus_guideway"," A busway where the vehicle guided by the way (though not a railway) and is not suitable for other traffic. Please note: this is not a normal bus lane, use access=no, psv=yes instead!
",,,,,,,
0,"highway","raceway","http://wiki.openstreetmap.org/wiki/Tag:highway%3Draceway"," A course or track for (motor) racing
",,,,,,,
0,"highway","road","http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad"," A road where the mapper is unable to ascertain the classification from the information available. This is intended as a temporary tag to mark a road until it has been properly surveyed. Once it has been surveyed, the classification should be updated to the appropriate value.
",,,,,,,
0,"highway","footway","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dfootway"," For designated footpaths; i.e., mainly/exclusively for pedestrians. This includes walking tracks and gravel paths. If bicycles are allowed as well, you can indicate this by adding a bicycle=yes tag.  Should not be used for paths where the primary or intended usage is unknown. Use highway=pedestrian for pedestrianised roads in shopping or residential areas and highway=track if it is usable by agricultural or similar vehicles.
",,,,,,,
0,"highway","bridleway","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dbridleway"," For horses. Equivalent to highway=path + horse=designated.
",,,,,,,
0,"highway","steps","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dsteps"," For flights of steps (stairs) on footways. Use with step_count=* to indicate the number of steps
",,,,,,,
0,"highway","path","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath"," A non-specific path. Use highway=footway for paths mainly for walkers,  highway=cycleway for one also usable by cyclists, highway=bridleway for ones available to horses as well as walkers and highway=track for ones which is passable by agriculture or similar vehicles.
",,,,,,,
0,"highway","cycleway","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dcycleway"," For designated cycleways. Add foot=* only if default-access-restrictions do not apply.
",,,,,,,
0,"highway","proposed","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dproposed"," For planned roads, use with proposed=* and also proposed=* with a value of the proposed highway value.
",,,,,,,
0,"highway","construction","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dconstruction"," For roads under construction. Use construction=* to hold the value for the completed road.
",,,,,,,
0,"highway","bus_stop","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dbus_stop"," A small bus stop. Can be mapped more rigorously using public_transport=stop_position for the position where the vehicle stops and public_transport=platform for the place where passengers wait. See public_transport=* for more details.
",,,,,,,
0,"highway","crossing","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dcrossing"," Pedestrians can cross a street here; e.g., zebra crossing
",,,,,,,
0,"highway","elevator","http://wiki.openstreetmap.org/wiki/Tag:highway%3Delevator"," Elevator
",,,,,,,
0,"highway","emergency_access_point","http://wiki.openstreetmap.org/wiki/Tag:highway%3Demergency_access_point"," Sign number which can be used to define your current position in case of an emergency. Use with ref=NUMBER_ON_THE_SIGN
",,,,,,,
0,"highway","escape","http://wiki.openstreetmap.org/wiki/Tag:highway%3Descape"," Emergency lane beside long descending slopes for trucks and other vehicles to stop safely after brake failure.  In the USA this is called a \runaway truck\"" lane or ramp.",,,,,,,
0,",
highway""","give_way","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dgive_way"," A \give way","\"" or \""Yield\"" sign",,,,,,
0,",
highway""","mini_roundabout","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dmini_roundabout"," Similar to roundabouts, but at the center there is either a painted circle or a fully traversable island. In case of an untraversable center island, junction=roundabout should be used.
Rendered as anti-clockwise by default direction=anticlockwise. To render clockwise add the tag direction=clockwise.

",,,,,,,
0,"highway","motorway_junction","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dmotorway_junction"," Indicates a junction (UK) or exit (US). ref=* should be set to the exit number or junction identifier. (Some roads – e.g., the A14 – also carry junction numbers, so the tag may be encountered elsewhere despite its name)
",,,,,,,
0,"highway","passing_place","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpassing_place"," The location of a passing space
",,,,,,,
0,"highway","rest_area","http://wiki.openstreetmap.org/wiki/Tag:highway%3Drest_area"," Place where drivers can leave the road to rest, but not refuel.
",,,,,,,
0,"highway","speed_camera","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dspeed_camera","  A fixed road-side or overhead speed camera.
",,,,,,,
0,"highway","street_lamp","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dstreet_lamp"," A street light, lamppost, street lamp, light standard, or lamp standard is a raised source of light on the edge of a road, which is turned on or lit at a certain time every night
",,,,,,,
0,"highway","services","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dservices"," A service station to get food and eat something, often found at motorways
",,,,,,,
0,"highway","stop","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dstop"," A stop sign
",,,,,,,
0,"highway","traffic_signals","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dtraffic_signals"," Lights that control the traffic
",,,,,,,
0,"highway","turning_circle","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dturning_circle"," A turning circle is a rounded, widened area usually, but not necessarily, at the end of a road to facilitate easier turning of a vehicle. Also known as a cul de sac.
",,,,,,,
2,"historic","aircraft","http://wiki.openstreetmap.org/wiki/Tag:historic%3Daircraft"," A decommissioned aircraft which generally remains in one place
",,,,,,,
2,"historic","archaeological_site","http://wiki.openstreetmap.org/wiki/Tag:historic%3Darchaeological_site"," A place in which evidence of past activity is preserved
",,,,,,,
2,"historic","battlefield","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dbattlefield"," The site of a battle or military skirmish in the past. This could be on land or at sea.
",,,,,,,
2,"historic","boundary_stone","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dboundary_stone"," A historic boundary stone usually found along the way.
",,,,,,,
2,"historic","cannon","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dcannon"," A historic/retired cannon. Usually found at on forts or battlefields.
",,,,,,,
2,"historic","castle","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dcastle"," Castles are (often fortified) buildings from medieval and modern times. Other languages
",,,,,,,
2,"historic","city_gate","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dcity_gate"," A  city gate (or town gate) is a gate within a city wall.
",,,,,,,
2,"historic","citywalls","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dcitywalls"," A  defensive wall is a fortification used to protect a city or settlement from potential aggressors.
",,,,,,,
2,"historic","farm","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dfarm"," A historical farm, kept in it's original state.
",,,,,,,
2,"historic","fort","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dfort"," A military fort – distinct from a castle as it is generally more modern
",,,,,,,
2,"historic","gallows","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dgallows"," A structure designed for capital punishment by hanging.
",,,,,,,
2,"historic","highwater_mark","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dhighwater_mark"," A marker for indicating past flood.
",,,,,,,
2,"historic","locomotive","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dlocomotive"," A decommissioned locomotive which generally remains in one place.
",,,,,,,
2,"historic","manor","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dmanor"," Historic  manors /  mansions
",,,,,,,
2,"historic","memorial","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dmemorial"," Much like a monument, but smaller. Might range from a WWII memorial to a simple plate on a wall.
",,,,,,,
2,"historic","milestone","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dmilestone"," A historic marker that shows the distance to important destinations.
",,,,,,,
2,"historic","monastery","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dmonastery"," An historic monastery. See Also amenity=monastery.
",,,,,,,
2,"historic","monument","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dmonument"," An object, especially large and made of stone, built to remember and show respect to a person or group of people. Other languages
",,,,,,,
2,"historic","optical_telegraph","http://wiki.openstreetmap.org/wiki/Tag:historic%3Doptical_telegraph"," Historic optical telegraph
",,,,,,,
2,"historic","pillory","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dpillory"," A construction designed to immobilitate and humiliate a person who was convicted in lower courts.
",,,,,,,
2,"historic","ruins","http://wiki.openstreetmap.org/wiki/Tag:historic%3Druins"," Remains of structures that were once complete, but have fallen into partial or complete disrepair. If the type of original structure is known or apparent it can be described using ruins=*, e.g. ruins=castle.
Alternative tagging is historic=castle, ruins=yes.
See the proposal and discussion at Proposed features/ruins for ruins of historic buildings. 

",,,,,,,
2,"historic","rune_stone","http://wiki.openstreetmap.org/wiki/Tag:historic%3Drune_stone"," A  runestone is typically a raised stone with a runic inscription.
",,,,,,,
2,"historic","ship","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dship"," A decommissioned ship or submarine
",,,,,,,
2,"historic","tomb","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dtomb"," Historic tomb
",,,,,,,
2,"historic","wayside_cross","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dwayside_cross"," A historical (usually christian) cross. Frequently found along the way in Southern Germany, Austria and probably elsewhere.
",,,,,,,
2,"historic","wayside_shrine","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dwayside_shrine"," A historical shrine often showing a religious depiction. Frequently found along the way in Southern Germany, Austria and probably elsewhere.
",,,,,,,
2,"historic","wreck","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dwreck"," Nautical craft that has unintentionally been sunk or destroyed.
",,,,,,,
2,"historic","yes","http://wiki.openstreetmap.org/wiki/Tag:historic%3Dyes"," Used to add the historic significance of the objects described by other tags.
",,,,,,,
0,"junction","roundabout","http://wiki.openstreetmap.org/wiki/Tag:junction%3Droundabout"," This automatically implies oneway=yes, the oneway direction is defined by the sequential ordering of nodes within the Way. This applies on a way, tagged with highway=* already.
",,,,,,,
0,"landuse","allotments","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dallotments"," A piece of land given over to local residents for growing vegetables and flowers.
",,,,,,,
0,"landuse","basin","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dbasin"," An area of water that drains into a river.Together with basin=* for stormwater/rainwater infiltration/detention/retention basins.Other languages.
",,,,,,,
0,"landuse","brownfield","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dbrownfield"," Describes land scheduled for new development where old buildings have been demolished and cleared
",,,,,,,
0,"landuse","cemetery","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dcemetery"," Place for burials. You can add religion=* (values listed in the place of worship page). Smaller places (e.g. with a church nearby) may use amenity=grave_yard instead.
",,,,,,,
0,"landuse","commercial","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dcommercial"," Predominantly offices, business parks, etc.
",,,,,,,
0,"landuse","construction","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dconstruction"," \Under construction\"" site","should become something different once the construction is finished",,,,,,
0,",
landuse""","farmland","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dfarmland"," An area of farmland used for tillage and pasture (animals, crops, vegetables, flowers, fruit growing).
",,,,,,,
0,"landuse","farmyard","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dfarmyard"," An area of land with farm buildings like farmhouse, dwellings, farmsteads, sheds, stables, barns, equipment sheds, feed bunkers, etc. plus the open space in between them and the shrubbery/trees around them.
",,,,,,,
0,"landuse","forest","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dforest"," Managed forest or woodland plantation (Other languages).
",,,,,,,
0,"landuse","garages","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dgarages"," One level buildings with boxes commonly for cars, usually made of brick and metal. Usually this area belong to garage cooperative with own name, chairman, budget, rules, security, etc.
",,,,,,,
0,"landuse","grass","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dgrass"," For areas covered with grass. Consider landuse=meadow for meadow. and landuse=pasture for pasture.Note that this is actually a Landcover tag, not a landuse tag and there is a proposal to deprecate it.
",,,,,,,
0,"landuse","greenfield","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dgreenfield"," Describes land scheduled for new development where there have been no buildings before. A greenfield is scheduled to turn into a construction site
",,,,,,,
0,"landuse","greenhouse_horticulture","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dgreenhouse_horticulture"," Area used for growing plants in greenhouses
",,,,,,,
0,"landuse","industrial","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dindustrial"," Predominantly workshops, factories or warehouses
",,,,,,,
0,"landuse","landfill","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dlandfill"," Place where waste is dumped. Other languages
",,,,,,,
0,"landuse","meadow","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dmeadow"," An area of land primarily vegetated by grass and other non-woody plants, usually mowed for making hay (Other Languages).
",,,,,,,
0,"landuse","military","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dmilitary"," For land areas owned/used by the military for whatever purpose
",,,,,,,
0,"landuse","orchard","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dorchard"," intentional planting of trees or shrubs maintained for food production
",,,,,,,
0,"landuse","pasture","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpasture"," (Proposed in Proposed features/pasture:) An area of land primarily vegetated by grass, used for grazing.
",,,,,,,
0,"landuse","peat_cutting","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpeat_cutting"," An excavation created by the removal of peat.
",,,,,,,
0,"landuse","plant_nursery","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dplant_nursery"," intentional planting of plants maintaining for the production of new plants
",,,,,,,
0,"landuse","port","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dport"," coastal industrial area where commercial traffic is handled
",,,,,,,
0,"landuse","quarry","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dquarry"," Surface mineral extraction (Other languages)
",,,,,,,
0,"landuse","railway","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Drailway"," Area for railway use, generally off-limits to the general public
",,,,,,,
0,"landuse","recreation_ground","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Drecreation_ground"," An open green space for general recreation, which may include pitches, nets and so on, usually municipal but possibly also private to colleges or companies
",,,,,,,
0,"landuse","reservoir","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dreservoir"," Stores water, may be covered or uncovered; for a covered reservoir see also man_made=reservoir_covered (Other languages). See water=reservoir for alternative tagging.
",,,,,,,
0,"landuse","residential","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dresidential"," Predominantly houses or apartment buildings
",,,,,,,
0,"landuse","retail","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dretail"," Predominantly shops
",,,,,,,
0,"landuse","salt_pond","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dsalt_pond"," A place where sea water is evaporated to extract its salt
",,,,,,,
0,"landuse","village_green","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dvillage_green"," An area of common land, usually grass, in the centre of a village (quintessentially English – defined separately from 'common land' under the Commons Registration Act 1965 and the Commons Act 2006).
",,,,,,,
0,"landuse","vineyard","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dvineyard"," A piece of land where grapes are grown.
",,,,,,,
0,"landuse","railway","http://wiki.openstreetmap.org/wiki/Tag:landuse%3Drailway"," Ground used around railways and railway-stations.
",,,,,,,
0,"leisure","firepit","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dfirepit"," Deprecated. For campfires and firepits, see Tag:leisure=firepit
",,,,,,,
2,"leisure","adult_gaming_centre","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dadult_gaming_centre","   A venue with pay-to-play games, such as video games, driving simulators, pinball machines, merchandisers, etc. With a set age limit. As opposed to leisure=amusement_arcade.
",,,,,,,
2,"leisure","amusement_arcade","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Damusement_arcade","   A venue with pay-to-play games, such as video games, driving simulators, pinball machines, merchandisers, etc. Without a set age limit. As opposed to leisure=adult_gaming_centre.
",,,,,,,
2,"leisure","beach_resort","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dbeach_resort","  To mark the boundary of a managed beach.
",,,,,,,
2,"leisure","bandstand","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dbandstand","  An open structure where musical bands can perform concerts.
",,,,,,,
2,"leisure","bird_hide","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dbird_hide","  A place to observe birds.
",,,,,,,
2,"leisure","common","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon","  A common land.
",,,,,,,
2,"leisure","dance","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Ddance","  A place to go dancing.
",,,,,,,
2,"leisure","dog_park","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Ddog_park","  Designated area, with or without a fenced boundary, where dog-owners are permitted to exercise their pets unrestrained.
",,,,,,,
2,"leisure","firepit","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dfirepit","  A permanent location or structure to host campfires, bonfires, etc.
",,,,,,,
2,"leisure","fishing","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dfishing","
",,,,,,,
2,"leisure","garden","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dgarden","  Place where flowers and other plants are grown in a decorative and structured manner or for scientific purposes.
",,,,,,,
2,"leisure","golf_course","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dgolf_course"," The outline of a golf course.  The node form may be used to place an icon within the course. This tag implies sport=golf.
",,,,,,,
2,"leisure","hackerspace","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dhackerspace","  A place where people with common interests, often in computers, technology, science, digital art or electronic art, can meet, socialize and/or collaborate.
",,,,,,,
2,"leisure","ice_rink","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dice_rink"," A place where you can skate or play ice hockey.
",,,,,,,
2,"leisure","marina","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dmarina"," For mooring leisure yachts and motor boats.
",,,,,,,
2,"leisure","miniature_golf","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dminiature_golf","  A place or area that you can play miniature golf.
",,,,,,,
2,"leisure","nature_reserve","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dnature_reserve","  Protected area of importance for wildlife, flora, fauna or features of geological or other special interest.
",,,,,,,
2,"leisure","park","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpark","  Open, green area for recreation, usually municipal.
",,,,,,,
2,"leisure","pitch","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch"," e.g. a field for playing football/soccer, cricket, baseball sports, and skate parks. To describe what kind of sport(s) use sport=*.
",,,,,,,
2,"leisure","playground","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dplayground"," Playground for little children.
",,,,,,,
2,"leisure","slipway","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dslipway"," Boats can be launched here.
",,,,,,,
2,"leisure","sports_centre","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre","  A distinct facility where a range of sports take place within an enclosed area. To describe what kind of sport(s) use sport=*.
",,,,,,,
2,"leisure","stadium","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium"," A major sports arena with substantial tiered seating. To describe what kind of sport(s) use sport=*.
",,,,,,,
2,"leisure","summer_camp","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsummer_camp","  Summer camp is a supervised program for children or teenagers conducted during the summer months in some countries. Children and adolescents who attend summer camp are known as campers.
",,,,,,,
2,"leisure","swimming_area","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dswimming_area","  A swimming area - place over river, lake or other water reservoir where swimming is allowed.
",,,,,,,
2,"leisure","swimming_pool","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dswimming_pool","  A swimming pool.
",,,,,,,
2,"leisure","track","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dtrack"," e.g. running, cycle-racing, greyhound, horses. To describe what kind of sport(s) use sport=*.
",,,,,,,
2,"leisure","water_park","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dwater_park","  Amusement area with water slides, recreational swimming pools and dressing rooms.
",,,,,,,
2,"leisure","wildlife_hide","http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dwildlife_hide","  A place to observe wildlife. See also leisure=bird_hide.
",,,,,,,
0,"military","airfield","http://wiki.openstreetmap.org/wiki/Tag:military%3Dairfield"," A place where military planes take off and land.
",,,,,,,
0,"military","ammunition","http://wiki.openstreetmap.org/wiki/Tag:military%3Dammunition"," Military ammunition storage area.
",,,,,,,
0,"military","bunker","http://wiki.openstreetmap.org/wiki/Tag:military%3Dbunker"," Buildings, often build from concrete, to stand even heavier fire.  Also  WW2 pillboxes.
",,,,,,,
1,"military","barracks","http://wiki.openstreetmap.org/wiki/Tag:military%3Dbarracks"," Buildings where soldiers live and work.
",,,,,,,
0,"military","checkpoint","http://wiki.openstreetmap.org/wiki/Tag:military%3Dcheckpoint","  Place of a possible access to a restricted or secured area, where civilian visitors and vehicles will be controled by a military authority.
",,,,,,,
0,"military","danger_area","http://wiki.openstreetmap.org/wiki/Tag:military%3Ddanger_area"," Usually a large marked area around something like a firing range, bombing range, etc which can be an exclusion zone.
",,,,,,,
0,"military","naval_base","http://wiki.openstreetmap.org/wiki/Tag:military%3Dnaval_base"," A naval base
",,,,,,,
0,"military","nuclear_explosion_site","http://wiki.openstreetmap.org/wiki/Tag:military%3Dnuclear_explosion_site"," Nuclear weapons test site
",,,,,,,
0,"military","obstacle_course","http://wiki.openstreetmap.org/wiki/Tag:military%3Dobstacle_course"," A military obstacle course.
",,,,,,,
1,"military","office","http://wiki.openstreetmap.org/wiki/Tag:military%3Doffice"," Military offices, e.g. general staff office, military recruitment office etc
",,,,,,,
0,"military","range","http://wiki.openstreetmap.org/wiki/Tag:military%3Drange"," Where soldiers practice with their weapons (firing, bombing, artillery, …).
",,,,,,,
0,"military","training_area","http://wiki.openstreetmap.org/wiki/Tag:military%3Dtraining_area"," An area where soldiers train and weapons or other military technology are experimented with or are tested.
",,,,,,,
0,"military","trench","http://wiki.openstreetmap.org/wiki/Tag:military%3Dtrench"," Trenches used for military purposes
",,,,,,,
0,"natural","wood","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood"," Woodland where timber production does not dominate use. Be aware of landuse=forest. For more detail, one can use leaf_type=*.
",,,,,,,
0,"natural","tree_row","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dtree_row"," Line of trees.
",,,,,,,
0,"natural","tree","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dtree"," Lone or significant trees.
",,,,,,,
0,"natural","scrub","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dscrub"," Uncultivated land covered with bushes or stunted trees.
",,,,,,,
0,"natural","heath","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dheath"," Bare lower lying uncultivated land with bushes but little or no tree cover.Note. This is not for parks whose name contains the word \heath\"".",,,,,,,
0,",
natural""","moor","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dmoor"," Upland areas, characterised by low-growing vegetation on acidic soils.
",,,,,,,
0,"natural","grassland","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dgrassland"," Where vegetation is dominated by grasses (Poaceae) and other herbaceous (non-woody) plants, except for ornamental grass (see landuse=grass), mowing for hay, etc. (see landuse=meadow).
",,,,,,,
0,"natural","fell","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dfell"," Habitat above tree line in alpine and subpolar regions, principally covered with uncultivated grass, low growing shrubs and mosses and sometimes grazed.
",,,,,,,
0,"natural","bare_rock","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbare_rock"," An area with sparse or no vegetation, so that the bedrock becomes visible.
",,,,,,,
0,"natural","scree","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dscree"," Unconsolidated angular rocks formed by rockfall and weathering from adjacent rockfaces.
",,,,,,,
0,"natural","shingle","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dshingle"," An accumulation of water-eroded rocks, usually pebbles and gravel, but sometimes larger.
",,,,,,,
0,"natural","sand","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dsand"," Ground coverage of mostly silica particles, with no or very sparse vegetation. See natural=beach as well.
",,,,,,,
0,"natural","mud","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dmud"," (Other languages) Undocumented tag. Have a look at natural=wetland + subtag wetland=*
",,,,,,,
0,"natural","water","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater"," Lakes, etc.
",,,,,,,
0,"natural","wetland","http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland"," Waterlogged area (on Wikipedia).
",,,,,,,
